เมนู CODE,ชื่อเมนู,ชื่อกลุ่มตัวเลือก,ชื่อตัวเลือก,ส่วนผสม-1,การใช้-1,หน่วย-1
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมไข่มุก (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมไข่มุก (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ประเภท,เย็น,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,นมสดมิ้นต์ (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,นมสดมิ้นต์ (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ปังมันม่วง อบสด โฮมเมด,โปรโมชั่น ปังมันม่วง,ไม่เพิ่ม,,,
,ปังมันม่วง อบสด โฮมเมด,โปรโมชั่น ปังมันม่วง,สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน,,,
,ชานมมันม่วง,ความหวาน,ไม่หวาน  0%,,,
,ชานมมันม่วง,ความหวาน,หวานปกติ 100%,,,
,ชานมมันม่วง,ความหวาน,หวานมาก 125%,,,
,ชานมมันม่วง,ความหวาน,หวานมาก 150%,,,
,ชานมมันม่วง,ความหวาน,หวานมาก 200%,,,
,ชานมมันม่วง,ความหวาน,หวานน้อยมาก 25%,,,
,ชานมมันม่วง,ความหวาน,หวานน้อย 50%,,,
,ชานมมันม่วง,ท้อปปิ้ง,ชีส,,,
,ชานมมันม่วง,ท้อปปิ้ง,ไข่มุก,,,
,ชานมมันม่วง,ท้อปปิ้ง,ช็อคขูด,,,
,ชานมมันม่วง,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมมันม่วง,ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมมันม่วง,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมมันม่วง,ท้อปปิ้ง,บุกบราวน์,,,
,ชานมมันม่วง,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมมันม่วง,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมมันม่วง,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมมันม่วง,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมมันม่วง,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมมันม่วง,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาเขียวมะลิ,ความหวาน,ไม่หวาน  0%,,,
,ชาเขียวมะลิ,ความหวาน,หวานปกติ 100%,,,
,ชาเขียวมะลิ,ความหวาน,หวานมาก 125%,,,
,ชาเขียวมะลิ,ความหวาน,หวานมาก 150%,,,
,ชาเขียวมะลิ,ความหวาน,หวานมาก 200%,,,
,ชาเขียวมะลิ,ความหวาน,หวานน้อยมาก 25%,,,
,ชาเขียวมะลิ,ความหวาน,หวานน้อย 50%,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,ชีส,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,ไข่มุก,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,ช็อคขูด,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,บุกบราวน์,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาเขียวมะลิ,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาเขียวมะลิ,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,นมสดมันม่วง,ความหวาน,ไม่หวาน  0%,,,
,นมสดมันม่วง,ความหวาน,หวานปกติ 100%,,,
,นมสดมันม่วง,ความหวาน,หวานมาก 125%,,,
,นมสดมันม่วง,ความหวาน,หวานมาก 150%,,,
,นมสดมันม่วง,ความหวาน,หวานมาก 200%,,,
,นมสดมันม่วง,ความหวาน,หวานน้อยมาก 25%,,,
,นมสดมันม่วง,ความหวาน,หวานน้อย 50%,,,
,นมสดมันม่วง,ท้อปปิ้ง,ชีส,,,
,นมสดมันม่วง,ท้อปปิ้ง,ไข่มุก,,,
,นมสดมันม่วง,ท้อปปิ้ง,ช็อคขูด,,,
,นมสดมันม่วง,ท้อปปิ้ง,ไม่เพิ่ม,,,
,นมสดมันม่วง,ท้อปปิ้ง,ซอสบราวน์,,,
,นมสดมันม่วง,ท้อปปิ้ง,บุกน้ำตาล,,,
,นมสดมันม่วง,ท้อปปิ้ง,บุกบราวน์,,,
,นมสดมันม่วง,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,นมสดมันม่วง,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,นมสดมันม่วง,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,นมสดมันม่วง,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,นมสดมันม่วง,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,นมสดมันม่วง,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ลิ้นจี่โซดา,ความหวาน,ไม่หวาน  0%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานปกติ 100%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานมาก 125%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานมาก 150%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานมาก 200%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานน้อยมาก 25%,,,
,ลิ้นจี่โซดา,ความหวาน,หวานน้อย 50%,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,ชีส,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,ไข่มุก,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,ช็อคขูด,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,ลิ้นจี่โซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
